Editing effect,Group
1.3443,All SNPs
1.3443,All SNPs
1.3443,All SNPs
1.3443,All SNPs
1.3443,All SNPs
1.3443,All SNPs
1.3443,All SNPs
1.3443,All SNPs
0.70629,All SNPs
0.70629,All SNPs
0.70629,All SNPs
0.70629,All SNPs
4.6109,All SNPs
3.5308,All SNPs
3.5308,All SNPs
0.72347,All SNPs
0.95154,All SNPs
4.2016,All SNPs
4.2016,All SNPs
4.2016,All SNPs
0.95629,All SNPs
3.6495,All SNPs
6.3738,All SNPs
6.3738,All SNPs
5.2601,All SNPs
0.26737,All SNPs
0.68218,All SNPs
5.3837,All SNPs
0.21392,All SNPs
0.16196,All SNPs
0.16196,All SNPs
0.16196,All SNPs
0.16196,All SNPs
0.16196,All SNPs
0.16196,All SNPs
0.16196,All SNPs
4.4647,All SNPs
4.4647,All SNPs
0.31015,All SNPs
3.7277,All SNPs
3.7277,All SNPs
3.7277,All SNPs
0.561,All SNPs
0.561,All SNPs
0.561,All SNPs
0.561,All SNPs
0.561,All SNPs
0.561,All SNPs
0.561,All SNPs
0.561,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
6.5606,All SNPs
1.1265,All SNPs
1.1265,All SNPs
1.1265,All SNPs
1.1265,All SNPs
1.3199,All SNPs
1.3199,All SNPs
1.3199,All SNPs
1.0226,All SNPs
1.0226,All SNPs
3.7944,All SNPs
3.7944,All SNPs
3.7944,All SNPs
3.3956,All SNPs
0.018691,All SNPs
0.093123,All SNPs
4.3826,All SNPs
6.1464,All SNPs
6.1464,All SNPs
6.1464,All SNPs
0.69612,All SNPs
8.5806,All SNPs
8.5806,All SNPs
8.5806,All SNPs
8.5806,All SNPs
6.4573,All SNPs
3.6165,All SNPs
4.8003,All SNPs
4.8003,All SNPs
4.8003,All SNPs
4.8003,All SNPs
4.8003,All SNPs
4.8003,All SNPs
0.55365,All SNPs
0.55365,All SNPs
1.2439,All SNPs
4.748,All SNPs
6.1756,All SNPs
6.1756,All SNPs
5.4136,All SNPs
5.4136,All SNPs
5.4136,All SNPs
5.4136,All SNPs
5.4136,All SNPs
4.7677,All SNPs
5.041,All SNPs
0.95182,All SNPs
0.95182,All SNPs
0.95182,All SNPs
0.95182,All SNPs
4.7209,All SNPs
3.6693,All SNPs
3.6693,All SNPs
3.6693,All SNPs
3.6693,All SNPs
3.6693,All SNPs
7.9643,All SNPs
7.9643,All SNPs
1.3246,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
5.2027,All SNPs
6.0695,All SNPs
0.56657,All SNPs
1.3077,All SNPs
1.3077,All SNPs
1.1617,All SNPs
1.1617,All SNPs
4.2207,All SNPs
1.2,All SNPs
1.2,All SNPs
1.2,All SNPs
1.2,All SNPs
1.2,All SNPs
1.2,All SNPs
1.244,All SNPs
1.244,All SNPs
1.244,All SNPs
1.244,All SNPs
1.244,All SNPs
6.6113,All SNPs
6.6113,All SNPs
4.0991,All SNPs
4.0991,All SNPs
0.9512,All SNPs
0.9512,All SNPs
0.9512,All SNPs
0.99929,All SNPs
0.99929,All SNPs
1.2586,All SNPs
1.2586,All SNPs
3.5899,All SNPs
3.6991,All SNPs
3.6991,All SNPs
3.6991,All SNPs
3.6991,All SNPs
3.6991,All SNPs
3.6991,All SNPs
3.6991,All SNPs
3.6991,All SNPs
3.6991,All SNPs
4.1772,All SNPs
0.63865,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
0.52506,All SNPs
3.564,All SNPs
1.1246,All SNPs
4.0255,All SNPs
4.0255,All SNPs
4.0255,All SNPs
4.0255,All SNPs
4.0255,All SNPs
4.0255,All SNPs
4.0255,All SNPs
4.8872,All SNPs
4.8872,All SNPs
4.8872,All SNPs
4.8872,All SNPs
5.4747,All SNPs
5.2831,All SNPs
0.68759,All SNPs
0.57454,All SNPs
0.57454,All SNPs
0.57454,All SNPs
0.57454,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.1654,All SNPs
1.0411,All SNPs
1.0411,All SNPs
1.0411,All SNPs
1.0411,All SNPs
1.0411,All SNPs
6.3226,All SNPs
6.3226,All SNPs
6.3226,All SNPs
6.3226,All SNPs
1.2537,All SNPs
0.57211,All SNPs
0.57211,All SNPs
1.1194,All SNPs
1.279,All SNPs
1.2987,All SNPs
1.2987,All SNPs
1.2987,All SNPs
1.2987,All SNPs
1.2987,All SNPs
1.2987,All SNPs
0.97699,All SNPs
1.0945,All SNPs
1.0945,All SNPs
1.0945,All SNPs
1.0945,All SNPs
1.0448,All SNPs
1.0448,All SNPs
1.0448,All SNPs
1.0448,All SNPs
1.0448,All SNPs
1.0448,All SNPs
3.9898,All SNPs
3.9898,All SNPs
3.9898,All SNPs
3.9898,All SNPs
4.2141,All SNPs
4.2141,All SNPs
4.2141,All SNPs
4.2141,All SNPs
8.0306,All SNPs
8.0306,All SNPs
8.0306,All SNPs
8.0306,All SNPs
8.0306,All SNPs
8.0306,All SNPs
0.95368,All SNPs
0.95368,All SNPs
0.9365,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
0.32884,All SNPs
6.7232,All SNPs
6.7232,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.0918,All SNPs
1.1218,All SNPs
1.1218,All SNPs
1.1908,All SNPs
1.1908,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.2585,All SNPs
1.0932,All SNPs
3.7948,All SNPs
3.7948,All SNPs
3.7948,All SNPs
4.9098,All SNPs
1.0153,All SNPs
1.0153,All SNPs
1.0153,All SNPs
1.0153,All SNPs
1.0153,All SNPs
0.42655,All SNPs
3.8344,All SNPs
3.8344,All SNPs
5.6376,All SNPs
5.1566,All SNPs
1.2559,All SNPs
1.2559,All SNPs
1.2559,All SNPs
1.2559,All SNPs
3.7972,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.0681,All SNPs
1.053,All SNPs
1.053,All SNPs
3.7649,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
4.5983,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
1.0182,All SNPs
0.0071811,All SNPs
0.0071811,All SNPs
1.2551,All SNPs
1.2551,All SNPs
3.7986,All SNPs
3.7986,All SNPs
0.74986,All SNPs
5.3345,All SNPs
5.3345,All SNPs
5.3345,All SNPs
5.3345,All SNPs
4.069,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.87182,All SNPs
0.69253,All SNPs
0.69253,All SNPs
0.69253,All SNPs
7.7945,All SNPs
7.7945,All SNPs
7.7945,All SNPs
7.7945,All SNPs
1.34,All SNPs
3.5078,All SNPs
5.6878,All SNPs
5.6878,All SNPs
5.6878,All SNPs
5.6878,All SNPs
5.6878,All SNPs
5.6878,All SNPs
5.6878,All SNPs
0.01895,All SNPs
0.01895,All SNPs
0.01895,All SNPs
4.7262,All SNPs
4.0394,All SNPs
4.0394,All SNPs
4.0394,All SNPs
4.0394,All SNPs
4.0394,All SNPs
4.0394,All SNPs
4.0394,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.1036,All SNPs
4.0265,All SNPs
4.0265,All SNPs
4.0265,All SNPs
4.0265,All SNPs
4.0265,All SNPs
5.5362,All SNPs
5.5362,All SNPs
5.5362,All SNPs
0.67306,All SNPs
0.67306,All SNPs
0.67306,All SNPs
0.67306,All SNPs
0.67306,All SNPs
0.67306,All SNPs
0.67306,All SNPs
0.67306,All SNPs
0.82476,All SNPs
0.56978,All SNPs
5.2343,All SNPs
5.2343,All SNPs
5.2343,All SNPs
5.2343,All SNPs
5.2343,All SNPs
5.2343,All SNPs
5.2343,All SNPs
5.2343,All SNPs
5.2343,All SNPs
0.78502,All SNPs
0.68175,All SNPs
0.68175,All SNPs
0.68175,All SNPs
0.68175,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.44332,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.85206,All SNPs
0.99791,All SNPs
0.99791,All SNPs
0.99791,All SNPs
0.99791,All SNPs
0.88782,All SNPs
0.88782,All SNPs
0.88782,All SNPs
0.88782,All SNPs
0.86581,All SNPs
0.86581,All SNPs
0.86581,All SNPs
0.86581,All SNPs
0.86581,All SNPs
0.91177,All SNPs
0.91177,All SNPs
5.9423,All SNPs
5.9423,All SNPs
0.82973,All SNPs
0.82973,All SNPs
0.82973,All SNPs
0.82973,All SNPs
0.92446,All SNPs
0.72607,All SNPs
0.16254,All SNPs
3.8063,All SNPs
3.8063,All SNPs
3.8063,All SNPs
3.9519,All SNPs
1.1154,All SNPs
1.1154,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
1.1473,All SNPs
0.21082,All SNPs
0.21082,All SNPs
0.21082,All SNPs
0.21082,All SNPs
0.21082,All SNPs
4.4532,All SNPs
3.488,All SNPs
3.488,All SNPs
3.488,All SNPs
3.488,All SNPs
3.488,All SNPs
3.488,All SNPs
0.35268,All SNPs
0.35268,All SNPs
0.35268,All SNPs
0.35268,All SNPs
0.35268,All SNPs
0.35268,All SNPs
0.35268,All SNPs
5.1442,All SNPs
5.1442,All SNPs
5.1442,All SNPs
5.1442,All SNPs
5.1442,All SNPs
5.1442,All SNPs
5.1442,All SNPs
5.1442,All SNPs
1.157,All SNPs
1.157,All SNPs
1.157,All SNPs
1.157,All SNPs
1.157,All SNPs
1.157,All SNPs
1.157,All SNPs
1.157,All SNPs
1.157,All SNPs
0.47819,All SNPs
0.47819,All SNPs
0.47819,All SNPs
3.5055,All SNPs
1.183,All SNPs
3.9893,All SNPs
3.9893,All SNPs
3.9893,All SNPs
3.9893,All SNPs
3.9893,All SNPs
3.9893,All SNPs
0.92977,All SNPs
4.4263,All SNPs
4.4263,All SNPs
4.4263,All SNPs
4.4263,All SNPs
4.4263,All SNPs
4.4263,All SNPs
4.4263,All SNPs
4.4263,All SNPs
4.4263,All SNPs
0.9233,All SNPs
0.9233,All SNPs
0.60013,All SNPs
3.8605,All SNPs
1.216,All SNPs
3.5235,All SNPs
1.1527,All SNPs
3.6248,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
5.2532,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
3.7524,All SNPs
1.1241,All SNPs
1.1241,All SNPs
1.1241,All SNPs
1.1241,All SNPs
1.1241,All SNPs
1.1241,All SNPs
1.1241,All SNPs
1.1241,All SNPs
0.85859,All SNPs
0.85859,All SNPs
0.85859,All SNPs
0.85859,All SNPs
0.18263,All SNPs
0.18263,All SNPs
0.18263,All SNPs
1.0964,All SNPs
1.0964,All SNPs
3.4463,All SNPs
3.4463,All SNPs
3.4463,All SNPs
4.7253,All SNPs
4.7253,All SNPs
4.7253,All SNPs
0.24553,All SNPs
0.24553,All SNPs
0.32068,All SNPs
0.32068,All SNPs
3.5047,All SNPs
0.48282,All SNPs
0.48282,All SNPs
0.48282,All SNPs
1.3508,All SNPs
3.9509,All SNPs
3.9509,All SNPs
3.7515,All SNPs
1.2222,All SNPs
4.3835,All SNPs
1.0896,All SNPs
1.0896,All SNPs
1.0896,All SNPs
1.0896,All SNPs
1.0896,All SNPs
1.0896,All SNPs
1.0896,All SNPs
1.0896,All SNPs
1.0896,All SNPs
4.5299,All SNPs
0.72898,All SNPs
0.72898,All SNPs
0.72898,All SNPs
0.72898,All SNPs
1.0009,All SNPs
1.0009,All SNPs
0.8041,All SNPs
3.5706,All SNPs
3.5706,All SNPs
5.781,All SNPs
5.781,All SNPs
5.781,All SNPs
5.781,All SNPs
5.781,All SNPs
5.781,All SNPs
3.9377,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
1.0477,All SNPs
5.5191,All SNPs
5.5191,All SNPs
5.5191,All SNPs
5.5191,All SNPs
3.6614,All SNPs
3.6614,All SNPs
1.2576,All SNPs
0.98453,All SNPs
0.98453,All SNPs
1.2323,All SNPs
1.2323,All SNPs
1.2323,All SNPs
1.2323,All SNPs
1.2323,All SNPs
3.7745,All SNPs
3.7745,All SNPs
3.7745,All SNPs
1.1247,All SNPs
1.1247,All SNPs
1.3106,All SNPs
1.3106,All SNPs
4.4649,All SNPs
4.4649,All SNPs
4.4649,All SNPs
4.4649,All SNPs
4.4649,All SNPs
5.5862,All SNPs
5.5862,All SNPs
5.5862,All SNPs
5.5862,All SNPs
5.5862,All SNPs
5.5862,All SNPs
5.5862,All SNPs
5.5862,All SNPs
5.5862,All SNPs
1.1824,All SNPs
1.1824,All SNPs
1.1824,All SNPs
1.1824,All SNPs
0.83376,All SNPs
3.7054,All SNPs
3.7054,All SNPs
3.7054,All SNPs
5.0045,All SNPs
5.0045,All SNPs
5.0045,All SNPs
5.0045,All SNPs
5.0045,All SNPs
6.9127,All SNPs
6.9127,All SNPs
6.9127,All SNPs
4.3648,All SNPs
1.317,All SNPs
1.3535,All SNPs
1.3535,All SNPs
1.3535,All SNPs
1.3535,All SNPs
1.3535,All SNPs
1.3535,All SNPs
1.3535,All SNPs
1.3535,All SNPs
1.172,All SNPs
1.172,All SNPs
1.172,All SNPs
1.172,All SNPs
4.0031,All SNPs
4.0031,All SNPs
4.0031,All SNPs
0.11307,All SNPs
1.2833,All SNPs
1.2833,All SNPs
1.0787,All SNPs
1.0787,All SNPs
1.0787,All SNPs
1.0787,All SNPs
3.8194,All SNPs
3.8194,All SNPs
3.8194,All SNPs
3.8194,All SNPs
3.8194,All SNPs
3.8194,All SNPs
3.8194,All SNPs
3.8194,All SNPs
6.2824,All SNPs
1.2495,All SNPs
1.2495,All SNPs
1.2495,All SNPs
1.2495,All SNPs
0.63448,All SNPs
4.9429,All SNPs
5.0557,All SNPs
5.1118,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
0.68185,All SNPs
5.2087,All SNPs
5.2087,All SNPs
5.2087,All SNPs
5.2087,All SNPs
5.2087,All SNPs
3.7847,All SNPs
3.7847,All SNPs
0.16953,All SNPs
0.16953,All SNPs
0.16953,All SNPs
0.16953,All SNPs
0.16953,All SNPs
4.1674,All SNPs
4.1674,All SNPs
4.1674,All SNPs
4.1674,All SNPs
4.1674,All SNPs
4.1674,All SNPs
9.7291,All SNPs
5.7487,All SNPs
5.7487,All SNPs
5.7487,All SNPs
5.7487,All SNPs
1.1944,All SNPs
1.1944,All SNPs
3.9722,All SNPs
3.9722,All SNPs
3.9722,All SNPs
3.9722,All SNPs
3.9722,All SNPs
3.9722,All SNPs
3.9722,All SNPs
3.9722,All SNPs
3.9722,All SNPs
4.2096,All SNPs
4.2096,All SNPs
4.2096,All SNPs
4.2096,All SNPs
4.2096,All SNPs
5.5112,All SNPs
5.5112,All SNPs
5.5112,All SNPs
5.5112,All SNPs
8.0161,All SNPs
8.0161,All SNPs
8.0161,All SNPs
4.3186,All SNPs
4.3186,All SNPs
4.3186,All SNPs
4.3186,All SNPs
4.3186,All SNPs
4.3186,All SNPs
5.577,All SNPs
4.7257,All SNPs
1.2526,All SNPs
1.2526,All SNPs
1.2526,All SNPs
1.2526,All SNPs
1.01,All SNPs
1.01,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
7.2517,All SNPs
4.5827,All SNPs
4.5827,All SNPs
4.5827,All SNPs
1.1243,All SNPs
1.1243,All SNPs
1.1243,All SNPs
1.1243,All SNPs
0.80945,All SNPs
4.9584,All SNPs
4.9584,All SNPs
4.9584,All SNPs
4.9584,All SNPs
0.90548,All SNPs
0.90548,All SNPs
4.1734,All SNPs
4.1734,All SNPs
5.2067,All SNPs
5.2067,All SNPs
4.1864,All SNPs
4.1864,All SNPs
4.1864,All SNPs
4.1864,All SNPs
0.9713,All SNPs
7.7627,All SNPs
4.6149,All SNPs
4.6149,All SNPs
1.2553,All SNPs
1.2553,All SNPs
1.2553,All SNPs
4.453,All SNPs
4.453,All SNPs
0.13475,All SNPs
0.13475,All SNPs
0.13475,All SNPs
0.13475,All SNPs
0.13475,All SNPs
1.3012,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
0.56486,All SNPs
1.2709,All SNPs
5.1944,All SNPs
5.1944,All SNPs
5.6171,All SNPs
5.6171,All SNPs
5.6171,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
6.8003,All SNPs
1.2767,All SNPs
1.2767,All SNPs
1.2767,All SNPs
1.2767,All SNPs
5.9533,All SNPs
5.9533,All SNPs
0.53404,All SNPs
1.2454,All SNPs
0.18096,All SNPs
0.2177,All SNPs
0.2177,All SNPs
0.2177,All SNPs
0.2177,All SNPs
0.50035,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.41857,All SNPs
0.045395,All SNPs
0.045395,All SNPs
0.045395,All SNPs
6.6697,All SNPs
4.1648,All SNPs
4.1648,All SNPs
4.1648,All SNPs
4.1648,All SNPs
4.1648,All SNPs
4.1648,All SNPs
4.1648,All SNPs
4.1648,All SNPs
4.1648,All SNPs
0.71986,All SNPs
0.71986,All SNPs
0.71986,All SNPs
0.71986,All SNPs
0.35246,All SNPs
0.18289,All SNPs
0.18289,All SNPs
0.18289,All SNPs
0.18289,All SNPs
0.18289,All SNPs
0.18289,All SNPs
0.18289,All SNPs
0.18289,All SNPs
0.18289,All SNPs
4.4919,All SNPs
4.4919,All SNPs
4.4919,All SNPs
4.4919,All SNPs
4.4919,All SNPs
4.4919,All SNPs
3.4236,All SNPs
3.4236,All SNPs
3.4236,All SNPs
3.4236,All SNPs
3.4236,All SNPs
5.4253,All SNPs
5.2455,All SNPs
5.9912,All SNPs
5.9912,All SNPs
0.79903,All SNPs
0.79903,All SNPs
0.60316,All SNPs
0.94356,All SNPs
0.94356,All SNPs
1.0719,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
4.3939,All SNPs
8.3222,All SNPs
8.3222,All SNPs
8.3222,All SNPs
1.1293,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
0.33473,All SNPs
