id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	Base_K562_pred	RRA
K562|chr11_32436913-32437413	8	0.28096	0.42233	0.815865	805	4	-0.12202	0.16256	0.532	1.0	634	3	-0.12202	0.1952096356105233	-1.0
A549|chr1_234933373-234933873	8	0.28153	0.42234	0.815865	806	4	-0.1997	0.44979	0.8136	1.0	1107	3	-0.1997	0.23998843404086076	-1.0
K562|chr17_82520830-82521330	5	0.28316	0.39097	0.815865	807	3	-0.27355	0.36286	0.68994	1.0	994	2	-0.27355	0.7160583766901099	-1.0
A549|chr1_234851031-234851531	8	0.28348	0.42234	0.815865	808	3	0.26674	0.075291	0.34032	1.0	381	4	0.26674	0.6850059104312904	-1.0
A549|chr7_47571216-47571716	8	0.28403	0.42234	0.815865	809	3	0.092382	0.34557	0.75728	1.0	963	4	0.092382	0.2511653191999884	-1.0
A549|chr5_14197007-14197507	5	0.28473	0.39098	0.815865	810	3	-0.25207	0.87585	0.93777	1.0	1509	1	-0.25207	0.7607423908841632	-1.0
A549|chr11_122157766-122158266	4	0.28526	0.41098	0.815865	811	2	-0.36953	0.49783	0.7477	1.0	1161	2	-0.36953	0.6434956164222804	-1.0
K562|chr8_38145816-38146316	8	0.28595	0.42502	0.815865	812	4	-0.014578	0.6286	0.90765	1.0	1313	3	-0.014578	0.7902840160127292	-1.0
A549|chr1_64967401-64967901	8	0.28655	0.42502	0.815865	813	3	0.70023	0.0076253	0.067254	1.0	54	5	0.70023	0.3936519860072756	-1.0
K562|chr17_78313582-78314082	5	0.28881	0.39098	0.815865	814	2	0.037233	0.41136	0.73559	1.0	1049	2	0.037233	0.8299696440251236	3.447562982535936
A549|chr3_45564144-45564644	6	0.2889	0.43395	0.815865	815	3	-0.028212	0.33676	0.69451	1.0	948	2	-0.028212	0.1784786051999015	-1.0
A549|chr7_131165420-131165920	7	0.28955	0.41179	0.815865	816	2	0.0045197	0.12191	0.42589	1.0	512	3	0.0045197	0.7473214965185857	-1.0
A549|chr4_7818284-7818784	8	0.28961	0.43203	0.815865	817	3	0.27274	0.20579	0.61058	1.0	723	5	0.27274	0.24250368462596916	-1.0
K562|chr16_87869828-87870328	5	0.29039	0.39552	0.815865	818	3	-0.22828	0.88737	0.94331	1.0	1515	1	-0.22828	0.7602512705669761	-1.0
*GAS2L2	5	0.29053	0.39552	0.815865	819	3	-0.19182	0.84794	0.93426	1.0	1486	1	-0.19182	-1.0	-1.0
A549|chr12_3185610-3186110	7	0.29205	0.4118	0.815865	820	3	0.055572	0.079068	0.35388	1.0	391	3	0.055572	0.5178899498544268	-1.0
A549|chr8_133016471-133016971	8	0.29241	0.43203	0.815865	821	4	0.25417	0.045024	0.26347	1.0	252	4	0.25417	0.2809920192389615	-1.0
K562|chr1_21780648-21781148	7	0.29342	0.4118	0.815865	822	3	-0.047449	0.61757	0.88621	1.0	1306	3	-0.047449	0.8390900091016209	-1.0
A549|chr21_38812828-38813328	8	0.29381	0.43203	0.815865	823	3	0.104	0.1085	0.44167	1.0	483	4	0.104	0.4112290481953563	-1.0
A549|chr9_113485273-113485773	8	0.29562	0.43203	0.815865	824	4	-0.095798	0.47868	0.84773	1.0	1135	4	-0.095798	0.7407721350039971	-1.0
A549|chr8_133003540-133004040	6	0.29622	0.43396	0.815865	825	2	0.082611	0.55626	0.84652	1.0	1251	3	0.082611	0.20397179686850014	-1.0
K562|chr10_73996735-73997235	8	0.29632	0.43203	0.815865	826	4	-0.17296	0.05073	0.2672	1.0	278	2	-0.17296	0.7509830300072512	-1.0
A549|chr1_64906440-64906940	7	0.29702	0.43271	0.815865	827	4	-0.52386	0.7299	0.93112	1.0	1394	1	-0.52386	0.30560674243885866	-1.0
A549|chr10_33319701-33320201	7	0.29771	0.43271	0.815865	828	4	-0.24632	0.17304	0.55126	1.0	654	3	-0.24632	0.7900206257251355	-1.0
A549|chr17_72460076-72460576	7	0.298	0.43271	0.815865	829	4	-0.087917	0.10463	0.41088	1.0	468	2	-0.087917	0.708351377049736	-1.0
A549|chr9_21558589-21559089	8	0.30021	0.43204	0.815865	830	2	0.20841	0.17368	0.54358	1.0	658	5	0.20841	0.13341729022639567	-1.0
K562|chr16_87857084-87857584	8	0.30024	0.43204	0.815865	831	4	-0.030106	0.28456	0.70483	1.0	882	4	-0.030106	0.2349497305598494	-1.0
A549|chr12_3200351-3200851	3	0.30028	0.37608	0.815865	832	1	0.11535	0.42886	0.65661	1.0	1072	2	0.11535	0.7622389782145561	-1.0
#chr3_9376205_9376227_9376206	1	0.30037	0.25187	0.748473	833	1	-0.85252	0.69963	0.74813	1.0	1372	0	-0.85252	-1.0	-1.0
K562|chr17_78260142-78260642	8	0.30151	0.43204	0.815865	834	3	-0.048931	0.62292	0.90764	1.0	1310	3	-0.048931	0.33135139137286496	-1.0
A549|chr5_59588888-59589388	8	0.30208	0.43204	0.815865	835	4	0.023419	0.18525	0.56632	1.0	682	4	0.023419	0.24283598136469975	-1.0
A549|chr1_39173161-39173661	8	0.30228	0.43204	0.815865	836	4	-0.18133	0.13918	0.49978	1.0	562	3	-0.18133	0.19587312494643477	-1.0
A549|chr20_19974509-19975009	8	0.30228	0.43204	0.815865	837	2	0.72136	0.0039521	0.04442	1.0	25	6	0.72136	0.5383437195108521	-1.0
A549|chr2_43222473-43222973	7	0.30272	0.45663	0.826437	838	4	-0.2105	0.29571	0.69701	1.0	902	3	-0.2105	0.7322584564600875	-1.0
A549|chr15_59282554-59283054	6	0.30336	0.44035	0.815865	839	2	0.33423	0.14079	0.4575	1.0	570	4	0.33423	0.605664946046698	-1.0
K562|chr1_8880576-8881076	8	0.30361	0.43204	0.815865	840	4	-0.048262	0.45774	0.82903	1.0	1113	3	-0.048262	0.7614731403960421	-1.0
A549|chr15_57551652-57552152	8	0.30382	0.43204	0.815865	841	4	-0.063818	0.0668	0.32913	1.0	340	3	-0.063818	0.7781115496742189	-1.0
K562|chr12_56724878-56725378	2	0.30467	0.28442	0.7533	842	1	-0.42887	0.69336	0.73318	1.0	1366	1	-0.42887	0.7752455732158512	5.793957098907479
A549|chr15_78040789-78041289	5	0.30508	0.4214	0.815865	843	2	-0.13369	0.22339	0.55131	1.0	766	2	-0.13369	0.6783104950200398	-1.0
A549|chr9_702595-703095	8	0.30536	0.43204	0.815865	844	2	0.44888	0.083632	0.37003	1.0	408	5	0.44888	0.7917778908224136	-1.0
A549|chr11_128478759-128479259	8	0.30587	0.43612	0.815865	845	3	0.42524	0.020543	0.19	1.0	133	5	0.42524	0.6141573788784334	-1.0
A549|chr7_27184372-27184872	7	0.30617	0.46018	0.826437	846	3	0.085081	0.39425	0.77683	1.0	1035	4	0.085081	0.6860104410416498	-1.0
A549|chr10_102753719-102754219	8	0.30629	0.43612	0.815865	847	3	0.04715	0.18584	0.56632	1.0	684	4	0.04715	0.25119351726595973	-1.0
A549|chr2_20532216-20532716	4	0.3066	0.41911	0.815865	848	2	-0.17417	0.24777	0.55253	1.0	817	1	-0.17417	0.8020729293092627	-1.0
A549|chr13_110322057-110322557	7	0.30672	0.46018	0.826437	849	4	-0.13766	0.2163	0.61376	1.0	746	3	-0.13766	0.3889003281063302	-1.0
A549|chr7_55109735-55110235	8	0.30673	0.43612	0.815865	850	3	0.28134	0.31709	0.73485	1.0	931	4	0.28134	0.23827223180016122	-1.0
A549|chr2_160403529-160404029	8	0.3069	0.43612	0.815865	851	3	0.27617	0.22812	0.64497	1.0	780	5	0.27617	0.7847984143937093	-1.0
K562|chr17_75103493-75103993	7	0.30777	0.46018	0.826437	852	4	-0.17007	0.019298	0.15763	1.0	124	2	-0.17007	0.27245364378116993	-1.0
K562|chr11_65500423-65500923	8	0.30779	0.43613	0.815865	853	4	-0.071356	0.43199	0.80566	1.0	1079	2	-0.071356	0.2629903412768924	-1.0
A549|chr3_45635261-45635761	8	0.30783	0.43613	0.815865	854	4	-0.081919	0.42108	0.80067	1.0	1060	3	-0.081919	0.22496013202129997	-1.0
A549|chr12_76031898-76032398	8	0.30792	0.43613	0.815865	855	3	0.048161	0.58783	0.89969	1.0	1281	3	0.048161	0.43447356661887504	5.314768969511188
A549|chr8_30383786-30384286	1	0.30823	0.27106	0.748473	856	1	-0.25323	0.69177	0.72894	1.0	1362	0	-0.25323	0.5671985197938555	-1.0
K562|chr6_37161068-37161568	8	0.30826	0.43613	0.815865	857	3	0.12559	0.26051	0.67968	1.0	842	4	0.12559	0.2299304209959514	-1.0
K562|chr16_87885199-87885699	8	0.30946	0.43945	0.815865	858	4	0.023291	0.42873	0.80067	1.0	1071	3	0.023291	0.7661672082525642	-1.0
A549|chr6_16723366-16723866	6	0.30961	0.44036	0.815865	859	3	0.19316	0.044664	0.21342	1.0	249	3	0.19316	0.6822115812825249	-1.0
K562|chr6_17988398-17988898	8	0.31003	0.43945	0.815865	860	4	0.0024533	0.0051801	0.051966	1.0	34	4	0.0024533	0.7969391350142605	-1.0
K562|chr12_130847619-130848119	6	0.3105	0.44036	0.815865	861	3	-0.26214	0.24144	0.60062	1.0	804	2	-0.26214	0.400927662327754	-1.0
K562|chr21_34988097-34988597	5	0.311	0.42141	0.815865	862	2	0.63045	0.02252	0.1411	1.0	142	3	0.63045	0.24964022176091438	-1.0
A549|chr10_102789212-102789712	8	0.3115	0.43945	0.815865	863	3	0.8362	0.0073531	0.065394	1.0	51	5	0.8362	0.7527084883452435	-1.0
K562|chr19_4405487-4405987	8	0.31201	0.43945	0.815865	864	3	0.32684	0.14155	0.49979	1.0	572	5	0.32684	0.3590367732058406	-1.0
K562|chr6_42038750-42039250	8	0.31252	0.43945	0.815865	865	3	-0.048542	0.38843	0.78663	1.0	1026	3	-0.048542	0.24646899669953032	-1.0
K562|chr12_6604590-6605090	6	0.31263	0.44396	0.819738	866	3	-0.015832	0.3158	0.67781	1.0	930	3	-0.015832	0.4530702826819292	-1.0
K562|chr19_2497093-2497593	8	0.31311	0.43945	0.815865	867	2	0.12319	0.038187	0.2393	1.0	214	4	0.12319	0.3448715475216406	-1.0
A549|chr3_71076627-71077127	8	0.31353	0.43945	0.815865	868	3	0.16548	0.43476	0.80566	1.0	1086	4	0.16548	0.25229450644483664	-1.0
K562|chr1_26046223-26046723	5	0.31361	0.42141	0.815865	869	3	-0.093527	0.38631	0.70381	1.0	1021	2	-0.093527	0.2316769454701986	-1.0
A549|chr15_78050285-78050785	7	0.31549	0.46019	0.826437	870	4	-0.19168	0.36985	0.7405	1.0	1002	3	-0.19168	0.7902090043029808	-1.0
A549|chr11_126378705-126379205	8	0.31556	0.43945	0.815865	871	2	0.41111	0.12014	0.48417	1.0	510	5	0.41111	0.23335050197771606	-1.0
A549|chr5_14167498-14167998	8	0.31569	0.43945	0.815865	872	3	0.063624	0.3186	0.73485	1.0	933	3	0.063624	0.1935970057990269	-1.0
A549|chr5_95863294-95863794	8	0.31607	0.43945	0.815865	873	4	0.0023071	0.5316	0.87488	1.0	1216	4	0.0023071	0.7554482150597934	-1.0
A549|chr17_72422484-72422984	7	0.31637	0.46019	0.826437	874	4	-0.15039	0.33934	0.71577	1.0	952	1	-0.15039	0.7595512376219706	-1.0
K562|chr10_21532258-21532758	8	0.31789	0.45649	0.826437	875	3	0.38113	0.029512	0.21685	1.0	171	4	0.38113	0.2771927924384342	-1.0
K562|chr6_44002938-44003438	8	0.31809	0.45649	0.826437	876	1	0.11481	0.40757	0.79344	1.0	1045	4	0.11481	0.3509214234055673	-1.0
A549|chr7_130915839-130916339	8	0.31825	0.45649	0.826437	877	4	-0.1104	0.072103	0.33716	1.0	369	4	-0.1104	0.7683982274687332	-1.0
A549|chr1_234538069-234538569	8	0.31877	0.4565	0.826437	878	4	0.013656	0.015021	0.14611	1.0	97	4	0.013656	0.7505018676055039	-1.0
A549|chr7_27129210-27129710	8	0.31883	0.4565	0.826437	879	4	-0.12567	0.035103	0.2237	1.0	202	3	-0.12567	0.7846263238242258	-1.0
A549|chr9_71781309-71781809	5	0.31898	0.43131	0.815865	880	3	-0.12309	0.72869	0.8825	1.0	1392	2	-0.12309	0.24370264554767904	-1.0
K562|chr22_46617582-46618082	8	0.3196	0.4565	0.826437	881	3	-0.02581	0.46872	0.83699	1.0	1125	4	-0.02581	0.259046170431894	-1.0
A549|chr2_55097474-55097974	8	0.32019	0.4565	0.826437	882	4	-0.067771	0.70636	0.93053	1.0	1375	3	-0.067771	0.5772320774134873	-1.0
A549|chr9_131595654-131596154	7	0.32096	0.46517	0.830567	883	4	-0.1236	0.96653	0.98642	1.0	1574	1	-0.1236	0.2418175421865967	-1.0
A549|chr15_57598804-57599304	8	0.32207	0.46082	0.826437	884	2	0.19975	0.34343	0.75727	1.0	958	4	0.19975	0.7578101777710159	-1.0
A549|chr11_126365991-126366491	8	0.32233	0.46082	0.826437	885	4	-0.12727	0.61706	0.90764	1.0	1305	2	-0.12727	0.3478737881135154	-1.0
A549|chr11_48044515-48045015	8	0.32347	0.46082	0.826437	886	4	-0.12426	0.43201	0.80566	1.0	1080	2	-0.12426	0.7538120695660869	-1.0
A549|chr20_19944674-19945174	7	0.324	0.46518	0.830567	887	3	-0.037954	0.3039	0.69701	1.0	915	2	-0.037954	0.760810385013752	-1.0
A549|chr11_122196941-122197441	8	0.32463	0.46083	0.826437	888	4	-0.079777	0.72127	0.9341	1.0	1387	3	-0.079777	0.4798322278718561	-1.0
K562|chr10_3094108-3094608	7	0.32473	0.46518	0.830567	889	3	0.086172	0.14717	0.49762	1.0	589	3	0.086172	0.5312684636606387	-1.0
K562|chr6_37125380-37125880	5	0.32497	0.44834	0.822202	890	2	0.15439	0.2433	0.56654	1.0	810	3	0.15439	0.22033333976613262	-1.0
K562|chr10_21533380-21533880	6	0.32501	0.44396	0.819738	891	1	0.65737	0.031359	0.18381	1.0	181	4	0.65737	0.8311986155088614	4.627603567576888
A549|chr7_55073119-55073619	8	0.32526	0.46083	0.826437	892	4	-0.099012	0.27236	0.68335	1.0	864	3	-0.099012	0.46906992055182783	-1.0
K562|chr10_21529395-21529895	6	0.32529	0.44396	0.819738	893	3	-0.14385	0.17612	0.51586	1.0	661	2	-0.14385	0.8161654332609709	-1.0
A549|chr13_33194727-33195227	8	0.32801	0.46083	0.826437	894	3	0.25428	0.49733	0.85706	1.0	1160	4	0.25428	0.19538335484509872	-1.0
A549|chr5_59542737-59543237	8	0.32862	0.47676	0.83793	895	3	-0.0019916	0.69836	0.92854	1.0	1371	2	-0.0019916	0.12463919286173555	-1.0
K562|chr15_92822394-92822894	8	0.33047	0.47676	0.83793	896	3	0.29725	0.16961	0.53749	1.0	647	5	0.29725	0.6175576671740081	-1.0
A549|chr8_17800464-17800964	6	0.33191	0.44786	0.822202	897	2	-0.058773	0.95343	0.97652	1.0	1565	1	-0.058773	0.3252908036352524	-1.0
K562|chr16_87867812-87868312	7	0.33194	0.4804	0.83793	898	3	-0.0064439	0.35689	0.7189	1.0	985	2	-0.0064439	0.7573773044546196	-1.0
A549|chr12_106142597-106143097	7	0.33218	0.4804	0.83793	899	4	-0.23092	0.22346	0.61696	1.0	767	3	-0.23092	0.3389136364744735	-1.0
A549|chr1_67755597-67756097	8	0.33298	0.47677	0.83793	900	3	0.25658	0.26845	0.68335	1.0	858	5	0.25658	0.24370893890002765	-1.0
A549|chr3_30616549-30617049	6	0.33374	0.44786	0.822202	901	2	0.16126	0.43503	0.77891	1.0	1087	3	0.16126	0.24232513880191853	-1.0
A549|chr7_55020473-55020973	8	0.33407	0.49299	0.83793	902	4	-0.04601	0.19849	0.58854	1.0	715	3	-0.04601	0.2479971103562669	-1.0
K562|chr21_34994600-34995100	8	0.33427	0.49299	0.83793	903	4	-0.14861	0.11424	0.46372	1.0	500	3	-0.14861	0.562095088909057	-1.0
K562|chr16_85322831-85323331	7	0.33543	0.48041	0.83793	904	2	0.018922	0.17884	0.56147	1.0	667	2	0.018922	0.7286104347589953	-1.0
A549|chrX_107675096-107675596	6	0.33584	0.44786	0.822202	905	3	0.11713	0.16638	0.51326	1.0	639	3	0.11713	-1.0	-1.0
A549|chr6_11215692-11216192	8	0.33634	0.493	0.83793	906	3	0.058582	0.39072	0.78663	1.0	1031	3	0.058582	0.48871822739447185	-1.0
A549|chr9_21553413-21553913	8	0.33722	0.493	0.83793	907	4	-0.0094367	0.51284	0.86831	1.0	1186	4	-0.0094367	0.2500852979024009	-1.0
A549|chr20_19889136-19889636	8	0.33774	0.4958	0.83793	908	4	0.18107	0.10182	0.42288	1.0	458	4	0.18107	0.6226573383940371	-1.0
A549|chr1_8028557-8029057	6	0.33885	0.44787	0.822202	909	2	0.43385	0.03512	0.19176	1.0	203	3	0.43385	0.23412120114072893	-1.0
A549|chr11_126340226-126340726	8	0.33979	0.4958	0.83793	910	4	-0.10629	0.25943	0.67968	1.0	839	3	-0.10629	0.5567617024421277	-1.0
K562|chr1_61042905-61043405	8	0.34	0.4958	0.83793	911	3	0.24247	0.04938	0.26719	1.0	273	4	0.24247	0.3503874191854333	-1.0
A549|chr7_47606631-47607131	8	0.34049	0.4958	0.83793	912	2	0.072496	0.34026	0.75727	1.0	953	3	0.072496	0.8206143885888485	-1.0
A549|chr9_131660656-131661156	7	0.34212	0.48537	0.83793	913	3	0.18557	0.034986	0.221	1.0	200	4	0.18557	0.4853069422751555	-1.0
K562|chr8_38104215-38104715	8	0.34222	0.4958	0.83793	914	3	0.33105	0.24387	0.65964	1.0	812	5	0.33105	0.2278688213989544	-1.0
K562|chr12_53389598-53390098	8	0.34278	0.4958	0.83793	915	4	0.099914	0.10964	0.44574	1.0	487	4	0.099914	0.5305141004531296	-1.0
K562|chr6_50820315-50820815	8	0.34329	0.4958	0.83793	916	3	0.076647	0.29711	0.71487	1.0	904	4	0.076647	0.7692594666413773	-1.0
A549|chr9_684933-685433	8	0.34333	0.4958	0.83793	917	3	0.23704	0.23513	0.65408	1.0	793	5	0.23704	0.7247846881412143	-1.0
K562|chr20_32354963-32355463	8	0.34507	0.49918	0.83793	918	4	0.033117	0.14794	0.51227	1.0	590	4	0.033117	0.15958654909405234	-1.0
A549|chr1_64948193-64948693	8	0.34513	0.49918	0.83793	919	4	-0.14441	0.055969	0.29279	1.0	300	3	-0.14441	0.1962874334346117	-1.0
A549|chr20_5653277-5653777	7	0.34538	0.4943	0.83793	920	2	0.50171	0.018509	0.15763	1.0	120	5	0.50171	0.502672135360258	-1.0
K562|chr14_102517135-102517635	6	0.34573	0.45215	0.826437	921	1	0.19194	0.28805	0.6576	1.0	888	3	0.19194	0.7941254385879951	3.7126462272852536
A549|chr6_112227363-112227863	7	0.34577	0.49431	0.83793	922	3	0.49788	0.021606	0.16195	1.0	139	4	0.49788	0.22946371474053073	-1.0
A549|chr7_130999466-130999966	8	0.34669	0.50285	0.83793	923	3	0.1973	0.26658	0.67969	1.0	853	5	0.1973	0.7168057957971576	-1.0
A549|chr1_67767024-67767524	8	0.34684	0.50285	0.83793	924	1	0.39674	0.019175	0.17943	1.0	122	7	0.39674	0.22500543885491459	-1.0
A549|chr9_715316-715816	8	0.34692	0.50285	0.83793	925	4	-0.094293	0.067742	0.32914	1.0	347	3	-0.094293	0.1704687993145415	-1.0
A549|chr13_110305851-110306351	8	0.34697	0.50285	0.83793	926	3	0.29884	0.070465	0.33132	1.0	362	4	0.29884	0.21174913185250538	-1.0
A549|chr20_38204971-38205471	8	0.34892	0.50285	0.83793	927	4	-0.14489	0.22449	0.63703	1.0	768	3	-0.14489	0.19287753038304908	-1.0
A549|chr3_58048680-58049180	8	0.34907	0.50285	0.83793	928	3	0.4235	0.17904	0.56059	1.0	668	5	0.4235	0.2719458389338659	-1.0
A549|chr22_46060512-46061012	8	0.3492	0.50285	0.83793	929	3	0.34611	0.10228	0.42723	1.0	460	5	0.34611	0.774079535406691	-1.0
A549|chr14_68519753-68520253	5	0.34932	0.5036	0.838299	930	3	-0.16194	0.48431	0.77922	1.0	1142	2	-0.16194	0.20216310435685098	-1.0
K562|chr2_26755410-26755910	7	0.35037	0.50112	0.83793	931	3	-0.091185	0.7157	0.92899	1.0	1383	2	-0.091185	0.2199553127583715	-1.0
A549|chr22_46065877-46066377	8	0.35041	0.50285	0.83793	932	4	-0.11029	0.0066876	0.063277	1.0	48	4	-0.11029	0.7592026542472646	-1.0
A549|chr10_119379728-119380228	8	0.3507	0.50285	0.83793	933	4	-0.20202	0.16013	0.532	1.0	625	2	-0.20202	0.7441353479160332	-1.0
A549|chr9_71736220-71736720	8	0.3511	0.50285	0.83793	934	4	0.15812	0.38939	0.78663	1.0	1029	4	0.15812	0.5463916028484603	-1.0
A549|chr9_21578699-21579199	8	0.35169	0.50285	0.83793	935	4	0.051374	0.52213	0.87067	1.0	1205	4	0.051374	0.24720805430270643	-1.0
A549|chr15_89087202-89087702	7	0.35179	0.50648	0.842238	936	3	0.26181	0.049056	0.26203	1.0	272	4	0.26181	0.36716765448975985	-1.0
K562|chr6_16226960-16227460	6	0.35208	0.46981	0.836085	937	3	-0.013129	0.49955	0.80794	1.0	1165	3	-0.013129	0.7962163330966924	-1.0
K562|chr1_47227245-47227745	8	0.35349	0.50285	0.83793	938	4	-0.081795	0.056998	0.29819	1.0	304	3	-0.081795	0.23173102240557403	-1.0
A549|chr4_168839991-168840491	8	0.3541	0.50285	0.83793	939	2	0.24591	0.087758	0.3896	1.0	424	6	0.24591	0.5140982935273296	-1.0
A549|chr13_110319702-110320202	6	0.35468	0.46982	0.836085	940	2	0.11787	0.38024	0.75333	1.0	1015	3	0.11787	0.7502928721842511	-1.0
K562|chr14_35281298-35281798	8	0.35507	0.50285	0.83793	941	4	0.094932	0.35489	0.7625	1.0	983	4	0.094932	0.5628406844105159	-1.0
A549|chr5_14153963-14154463	6	0.35511	0.46982	0.836085	942	2	0.68895	0.033475	0.18945	1.0	191	4	0.68895	0.6018628122102829	-1.0
A549|chr12_3200038-3200538	4	0.3555	0.46206	0.827733	943	2	0.084263	0.14227	0.39183	1.0	575	2	0.084263	0.7565516579689479	-1.0
A549|chr15_85616531-85617031	8	0.35576	0.50286	0.83793	944	3	-0.053089	0.13458	0.49727	1.0	542	3	-0.053089	0.37959585772522353	-1.0
A549|chr13_33218374-33218874	8	0.35608	0.50286	0.83793	945	4	-0.23563	0.38172	0.78396	1.0	1017	3	-0.23563	0.425783770715914	-1.0
A549|chr15_85584897-85585397	8	0.35618	0.50286	0.83793	946	4	-0.026691	0.043924	0.26148	1.0	244	3	-0.026691	0.690811527684674	-1.0
A549|chr8_17800855-17801355	8	0.35698	0.50286	0.83793	947	1	0.59716	0.010526	0.082401	1.0	69	7	0.59716	0.4869523153405081	4.986152004128169
K562|chr10_21527708-21528208	8	0.3573	0.50286	0.83793	948	3	-0.071112	0.50995	0.8683	1.0	1181	3	-0.071112	0.7709460962723353	-1.0
A549|chr12_62730581-62731081	8	0.35746	0.50286	0.83793	949	3	0.22417	0.030303	0.2182	1.0	175	5	0.22417	0.7610116372557969	-1.0
A549|chr21_39029050-39029550	8	0.35842	0.50286	0.83793	950	3	0.13304	0.33801	0.75727	1.0	950	4	0.13304	0.3589949830652794	-1.0
*EBI3	5	0.35876	0.50751	0.843079	951	2	0.08198	0.42736	0.74472	1.0	1066	2	0.08198	-1.0	-1.0
K562|chr3_196070865-196071365	8	0.35925	0.50286	0.83793	952	3	-0.1092	0.25015	0.66924	1.0	823	3	-0.1092	0.28773271375227993	-1.0
A549|chr11_128525845-128526345	8	0.35955	0.50286	0.83793	953	4	-0.017541	0.34885	0.75728	1.0	971	4	-0.017541	0.7466816349240197	-1.0
A549|chr1_8019959-8020459	8	0.35986	0.50286	0.83793	954	1	1.1319	0.0084418	0.074392	1.0	59	6	1.1319	0.2504532748920253	-1.0
K562|chr11_32436164-32436664	8	0.36009	0.50286	0.83793	955	4	-0.11876	0.2725	0.68335	1.0	865	3	-0.11876	0.5840716889436206	-1.0
K562|chr14_68789631-68790131	7	0.36019	0.51811	0.849429	956	3	0.025071	0.45421	0.82237	1.0	1110	2	0.025071	0.2994285395889134	-1.0
A549|chr5_59049004-59049504	8	0.36033	0.50286	0.83793	957	3	0.16406	0.072443	0.33717	1.0	370	4	0.16406	0.41772942586195083	-1.0
A549|chr18_3704502-3705002	8	0.36081	0.50286	0.83793	958	3	0.142	0.22289	0.63242	1.0	764	4	0.142	0.7147061721353477	-1.0
A549|chr6_71395691-71396191	8	0.36111	0.50286	0.83793	959	3	0.15836	0.22635	0.64185	1.0	776	4	0.15836	0.7578959133450929	-1.0
A549|chr1_234894225-234894725	8	0.36178	0.50286	0.83793	960	4	0.13895	0.0024684	0.031506	1.0	17	4	0.13895	0.7237071957795269	-1.0
A549|chr17_27551760-27552260	8	0.36246	0.50286	0.83793	961	4	-0.10908	0.080169	0.36452	1.0	394	3	-0.10908	0.24981970500348447	-1.0
A549|chr13_110302176-110302676	6	0.36268	0.47784	0.83793	962	3	-0.095481	0.20498	0.55595	1.0	720	3	-0.095481	0.6894929066771424	-1.0
A549|chr2_9258407-9258907	6	0.36592	0.48684	0.83793	963	2	0.11978	0.28153	0.6576	1.0	879	3	0.11978	0.21000811068378883	-1.0
A549|chr13_110307982-110308482	4	0.36705	0.47617	0.83793	964	2	0.066262	0.07357	0.2531	1.0	374	2	0.066262	0.7282119285681155	-1.0
A549|chr12_76021237-76021737	8	0.36816	0.52105	0.849429	965	4	-0.053892	0.87529	0.97234	1.0	1507	2	-0.053892	0.5591266563065181	-1.0
A549|chr15_67103821-67104321	8	0.36872	0.52105	0.849429	966	2	0.61041	0.058119	0.2982	1.0	311	5	0.61041	0.7269360168579355	-1.0
K562|chr10_131924890-131925390	8	0.36982	0.52485	0.849429	967	3	0.35335	0.073811	0.34032	1.0	376	5	0.35335	0.2714191746111523	-1.0
A549|chr2_54638069-54638569	8	0.36993	0.52485	0.849429	968	4	-0.026138	0.56307	0.8883	1.0	1263	4	-0.026138	0.7652417018531973	-1.0
K562|chr20_32357876-32358376	3	0.37002	0.43353	0.815865	969	2	-0.10596	0.84729	0.87624	1.0	1485	1	-0.10596	0.5277466259537076	3.037147857148407
K562|chr6_11932918-11933418	8	0.37006	0.52485	0.849429	970	4	0.094422	0.1548	0.52823	1.0	612	4	0.094422	0.7591458964933667	-1.0
A549|chr9_131674570-131675070	5	0.37012	0.52103	0.849429	971	2	0.33007	0.21125	0.52909	1.0	736	3	0.33007	0.5913523321230155	-1.0
K562|chr17_82100048-82100548	8	0.37171	0.52837	0.849429	972	3	0.36238	0.041055	0.25449	1.0	232	5	0.36238	0.5741893722909749	-1.0
A549|chr15_59306537-59307037	8	0.37458	0.52837	0.849429	973	4	0.03618	0.45152	0.8136	1.0	1109	4	0.03618	0.5620962082923706	-1.0
K562|chr18_48980420-48980920	8	0.37546	0.52837	0.849429	974	3	0.069275	0.47084	0.83929	1.0	1126	4	0.069275	0.18853628082340662	-1.0
A549|chr15_85582048-85582548	6	0.3756	0.50285	0.83793	975	3	-0.0056107	0.519	0.82149	1.0	1199	3	-0.0056107	0.7511667393930924	-1.0
K562|chr10_100339381-100339881	8	0.37592	0.52837	0.849429	976	2	-0.069644	0.027998	0.21684	1.0	163	2	-0.069644	0.621621773881939	-1.0
A549|chr9_71768333-71768833	3	0.37632	0.43931	0.815865	977	2	-0.22946	0.238	0.49334	1.0	800	1	-0.22946	0.854210831389967	3.154263396361909
A549|chr10_33334043-33334543	8	0.37721	0.52837	0.849429	978	4	-0.098066	0.70118	0.93053	1.0	1373	3	-0.098066	0.7696135982344303	-1.0
K562|chr11_32438059-32438559	8	0.37791	0.52838	0.849429	979	3	0.22832	0.063384	0.3101	1.0	327	4	0.22832	0.687156493097491	-1.0
